Image URL,Building Name,Property Description,Street Number,Street Name,Street Suffix,Subdivision,Unit Number,Address,City/Location,Zip Code,Year Built,List Price,MLS Number,Building SqFt,Balcony SF,Bathroom Description,Baths Full,Baths Half,Baths Total,Bed Room Description,Bedrooms
#N/A,RISE LOFTS,"Magnificent Contemporary Two Story Corner Condo on the 11th Floor!!! Soaring floor to ceiling Windows w/unbelievable VIEWS! Live in the heart of Midtown! This condo is an Architect's Dream! Open floor plan w/upgraded gourmet kitchen, polished concrete flooring, half bath for your guest on the 1st floor, follow the floating staircase up to the HUGE Owners Retreat which features a master bath and dressing area w/ large closet. The sitting area could be used as a Study/Office! The Rise Lofts features Rooftop Entertainment areas w/ Infinity rooftop pool, Firer Place with sitting area, outdoor grilling with rooftop downtown views! Over $60,000 in upgrades!  This Condo HAS it ALL!!!",2000,Bagby,Street,Rise Condo,11441,2000 Bagby Street Unit#11441,Houston,77002,2004,"$374,995",19097174,1170,,"Half Bath, Primary Bath Shower Only",1,1,1.1,Primary Bed - 2nd Floor,1
#N/A,GREENWAY,"Wonderful ""Q"" corner unit with northwest views overlooking the galleria and Uptown Park.  The two bedroom, two bath unit is move-in ready with recent paint and engineered wood floors in the living and dining areas.  The alley kitchen which has been custom-designed with open access to the living area is perfect for entertaining.  There is a second living area or breakfast area, alongside the kitchen, where a full-size studio or console piano fits perfectly into a nook. The master bedroom has a walk-in, wrap-around closet,  that guides to the en-suite master bathroom.  The second bedroom is perfect as a guest room and/or study area boasting built-in closet/cabinet spaces. Two parking spaces in covered garage with easy access on the B level.",14,Greenway Plaza,,Greenway Condo,8Q,14 Greenway Plaza Unit#8Q,Houston,77046,1980,"$375,000",25598395,1820,,"Double Sinks, Primary Bath Shower Only",2,0,2,All Bedrooms Down,2
#N/A,ST JAMES,"OFFERED AT VERY LOW PRICE PER SQUARE FOOT FOR COMPARABLE HIGH-RISE SPACE IN THIS AREA. WARM & WELCOMING, COMFORTABLE & SECURE lock and leave LIFESTYLE in the ST. JAMES. LUXURIOUS 2 Bedroom 2 bath unit with 9'6"" high ceilings. Lovely Balcony off the main living area. Formal Living and Dining areas. Fully equipped Kitchen with Breakfast area. CONCIERGE 24/7 and Valet, 2 Tennis Courts, Fitness Center, Heated Swimming Pool, Library, Party room, 4 Guest rooms available, 2 Assigned Parking spaces in garage, plus storage space. Pet Policy allows 1 small dog (45lbs or less). FULL SERVICE LIVING in the most desirable area in Houston - The GALLERIA area. DON'T MISS THIS OPPORTUNITY.",5555,Del Monte,Drive,Saint James Condo,304,5555 Del Monte Drive Unit#304,Houston,77056,1975,"$375,000",39321710,1740,,,2,0,2,All Bedrooms Down,2
#N/A,OTHER,"Marvel at the beauty of the beaches of Tulum, Quintana Roo. This magical town in the Mexican Caribbean Sea and the Mayan ruins will make you fall in love. Likewise, the Sian Ka'an Biosphere Reserve measures half a million hectares and covers all possible scenarios: beaches, coral reefs, tropical jungle, dunes and cenotes. Live a unique experience in the Magical Towns of Mexico, visit Tulum. In other words, XALET has everything you need in one place. Few of the the main reasons to live in XALET are: that its location in an area of high added value will allow you to be close to the most modern, cosmopolitan and visited areas of the Mayan Riviera, just a few steps from the beach, shopping centers, restaurants and fashionable places. This unit has a lockoff. Great turn on investment! Prop. taxes as low as 0.017%.",0,Coba Sur Manzana 1,,other,B-203,0 Coba Sur Manzana 1 Unit#B-203,Tulum Quintana Roo,77760,2020,"$379,000",66861667,1713,,,3,0,3,1 Bedroom Down - Not Primary BR,3
#N/A,DIAMOND BEACH,"5TH floor ocean front FURNISHED condo w/awesome views of the Gulf of Mexico & 300 ft cascading pool w/2 hot tubs, winding lazy river w/swim up bar and water slide. Interior features include open plan w/granite island & counters, master bath w/duel shower heads, washer/dryer, solar shades & tile floors. Other resort amenities include 24/7concierge, indoor heated pool, fitness center, game room w/pool table/foosball/shuffleboard/pinball, party room & cinema that seats 35.",10327,Termini San Luis Pass,Road,Diamond Beach Condos 2010,516,10327 Termini San Luis Pass Road Unit#516,Galveston,77554,2009,"$379,000",54902578,1084,,"Double Sinks, Primary Bath Shower Only",2,0,2,"2 Bedrooms Down, All Bedrooms Down",2
#N/A,FOUR LEAF TOWERS,"Welcome to the Four Leaf Towers, an exclusive, sought after high-rise living experience. This 12th-floor condo has 2 bedrooms, 2.5 baths and features lovely views of the Galleria area. Sophisticated, spacious entry with marble floors leads to the open living and dining areas which offer large windows for an abundance of natural light. The spacious kitchen has numerous cabinets, and area for a breakfast table and chairs. The utility room is conveniently located next to the kitchen and service entrance. Luxurious, master suite has beautiful views, a spacious closet, and a tranquil bath. The Four Leaf offers full-service high rise living at its best with 24-hour concierge, valet, porter, fitness center, heated pool, party rooms, and more. Enjoy this convenient and comfortable way to live and entertain! A MUST SEE!",5110,San Felipe,Street,Four Leaf Towers Condo 22nd Am,126W,5110 San Felipe Street Unit#126W,Houston,77056,1981,"$379,000",9257505,1675,,"Bidet, Half Bath, Primary w/Tub, Tub w/shower",2,1,2.1,"All Bedrooms Up, En-Suite Bath",2
#N/A,5000 MONTROSE @ THE MUSEUM,"Beautiful sunset views from this light-filled two bedroom, two bath corner unit on the 11th floor at 5000 Montrose in the heart of the Houston’s dynamic Museum District. The open living and dining area has access to a large entertaining balcony with panoramic south and west views. The rooms are generously proportioned throughout. Eat-in kitchen with breakfast area. Abundant closet space. The lobby of 5000 Montrose has recently been updated. Building amenities include a rooftop deck with pool, hot tub, garden with barbeque, and a party room. This prestigious highrise has an excellent location across from The Glassell School of Art and the Museum of Fine Arts Houston, and is blocks from Hermann Park, Rice University, and The Medical Center. An exceptional opportunity and value for owning in this sought after area.",5000,Montrose,Boulevard,Montrose/Museum Condo,11E,5000 Montrose Boulevard Unit#11E,Houston,77006,1982,"$379,500",43602100,1442,,Double Sinks,2,0,2,"All Bedrooms Down, Primary Bed - 1st Floor",2
#N/A,VILLA SERENA,"Own a piece of Houston’s history with this unique, southeast-facing end unit. Built in 1913 as the DePelchin Faith Home orphanage and completely restored and redeveloped in 2003, the iconic Villa Serena with its 15 uniquely appointed condominium flats is on the National Register of Historic Places, and is a recognized Texas and Houston landmark. Unit “Una B” is the largest 1-bedroom unit and only unit in the building with a half bath and two deeded, covered parking spots! Enjoy original architectural details with a modern twist including soaring concrete ceilings, windows with views of the garden, abundant light, a spacious veranda, and a large master suite with study/sitting space overlooking the greenery. You will also enjoy closets galore. Refinished hardwood floors, neutral paint, ample wall space to display artwork, kitchen/living/dining combo, walk-in utility room. Come and make the beauty of this special place home.",2700,Albany,Street,Villa Serena,1B,2700 Albany Street Unit#1B,Houston,77006,2000,"$385,000",49683101,1332,227,"Double Sinks, Half Bath, Tub w/shower",1,1,1.1,"All Bedrooms Down, En-Suite Bath, Primary Bed - 1st Floor, Sitting Area, Walk-In Closet",1
#N/A,DIAMOND BEACH,"Are you ready for summer?? Buy this 2 bedroom, 2 bath beachfront condo with open floor plan and outstanding Gulf views and you WILL be ready! This resort-style complex has so much to offer - 750' lazy river with water slide, swimming pool and 2 hot tubs is just the beginning. Indoor features include a heated pool, jungle kid club, cinema room that seats 35, state of the art fitness center with fabulous views, game room, business center, party room and 24-hour concierge service.  No need to look any further - make this your piece of paradise!",10327,Termini San Luis Pass,Road,Diamond Beach Condos 2010,515,10327 Termini San Luis Pass Road Unit#515,Galveston,77554,2009,"$385,000",43563708,972,,"Primary Bath Shower Only, Tub w/shower",2,0,2,All Bedrooms Down,2
#N/A,OTHER,"“Libre” means free in spanish, and at Casa Libre we believe that everyone is born a free spirit. This is why our apartments are carefully designed to inspire deep relaxation and overall wellness. Our goal is to create the perfect place to feel in connection with the environment and to aid in the discovery of the spirit within, without sacrificing luxury and comfort. Airena is Casa Libre’s development: a living space with an eco-luxury feel, which allows you to become immersed in Tulum’s magical environment. Casa Libre Airena has  luxury residences ranging from 900 to 2,000 square feet . Each residence was designed to fit into different lifestyles. Garden House, Apartment, and Penthouse, while delivering the ultimate Casa Libre experience. Great turn on investment! Prop. taxes as low as 0.017%.",1,Kinich Ahaw,,other,104,1 Kinich Ahaw Unit#104,Tulum Quintana Roo,77760,2019,"$387,000",70619851,1400,1149,Double Sinks,2,0,2,All Bedrooms Down,2
#N/A,THE MEMORIAL,"2 bedroom 2 bath condo located in one of the best kept secret condos in Houston, rear facing unit with pool views from bedrooms, great close-in Memorial location; engineered hardwood flooring, neutral interior with 2014 updated bathrooms; two exterior balconies, private and quiet existence in a wooded environment, close to shopping and wonderful schools, private and SBISD; 24-hour concierge and partial utilities included; heated pool; 2 car garage parking; 2 Months Maintenance Fee, 2 Months Maintenance Fee Non-Refundable into Reserve Fund. Transfer fee: $250;*Pets: 2 Pets Max per unit, Max Pet weight 20 pounds per pet; Upon closing, Buyer to meet with Bldg. Manager, Mr. Alberto Castanon for Bldg. Orientation; HOA has first right of refusal.",9333,Memorial,Drive,Memorial Condo,301,9333 Memorial Drive Unit#301,Houston,77024,1981,"$388,000",56325353,1599,,Primary Bath + Separate Shower,2,0,2,Walk-In Closet,2
#N/A,FOUR LEAF TOWERS,"Uninterrupted views of Tanglewood and swimming pool!  Beautiful building at the heart of Galleria area, designed by renowned architect Cesar Pelli. Walk along Tanglewood Boulevard, Post Oak Boulevard, across from Whole Foods, Los Tios, Adair Kitchen. 5 star management services take care of your every need. 24/7 valet parking, groceries delivered up to your home, basic cable, water, trash, common area insurance. On site guard, security cameras & concierge. Olympic size pool, tennis courts, newly renovated & fully equipped health clubs w/ men’s/women’s dry and wet saunas, showers, additional inside storage. Housekeeping available (at extra cost). First floor has a spacious lobby with concierge, large party room available, two service elevators, garage elevator, security station, and management office. Ask your agent for a virtual video tour.  Granite countertops, stainless steel appliances, lots of natural light, immediate move-in ready.",5110,San Felipe,Street,Four Leaf Towers Condo 22nd Am,112W,5110 W San Felipe Street Unit#112W,Houston,77056,1981,"$389,000",83261268,1651,,"Double Sinks, Primary Bath + Separate Shower",2,1,2.1,En-Suite Bath,2
#N/A,FOUR LEAF TOWERS,"Updated Unit with a beautiful new kitchen with a breakfast counter, granite appliances.  This unit is very well maintained and super clean and shows like a new unit.  Has  window shades and beautiful bathrooms.  Four Leaf provides one of the best employee services in condominium living, providing 24/7 Concierge, Valet and security. Fully sprinkled. Maid service provided for an inexpensive hourly fee.",5100,San Felipe,Street,Four Leaf Towers Condo 22nd Am,73E,5100 San Felipe Street Unit#73E,Houston,77056,1981,"$389,000",93725143,1675,,,2,1,2.1,"1 Bedroom Down - Not Primary BR, All Bedrooms Down, Primary Bed - 1st Floor",2
#N/A,THE STRAND LOFTS,"HISTORIC FLARE WITH MODERN FINISHES. Built in 1890 and listed on the Register of Historic Places but recently renovated with modern finishes while retaining all it's historical charm. This corner unit offers exciting views of the Mardi Gras tower and the many event parades within the Strand District. 14' exposed duct Loft-style ceilings with exposed wood timbers, stunning period chandelier and pendant lights, exposed brick walls, original 10' windows with 3M UV film, auto shades/custom drapery, pine wood floors, wall of built-ins, barn doors. The kitchen features a 5 burner Bosch stove, stainless appliances, huge slate island counter top, marble counters, custom double row cabinetry. Bath features Carrara Marble counter tops & flooring, frameless shower door, double vanity. In the heart of dining, shopping, two blocks to cruise terminal. Gated garage parking. Pet Friendly. Fitness Center. 10x6 storage unit in garage. Building exterior renovation funded and slated to begin shortly.",2400,Mechanic,Street,The Strand Lofts Condos 2015,306,2400 Mechanic Street Unit#306,Galveston,77550,1890,"$390,000",93527359,1200,,"Double Sinks, Primary Bath Shower Only",1,0,1,,1
#N/A,THE WOODWAY,"Great time to live on the 9th floor in a Tanglewood High-rise. Floor to ceiling windows, windows that open plus large patio. Spectacular Galleria views. Spacious formals. Large master and walk-in closet. Clean and ready to move-in. Two assigned parking spaces. Renovated lobby and reception area. 24-hr concierge. Pool and outdoor grill. Wonderful location and close to Galleria, Uptown Park, fine restaurants and shopping. Close proximity to Memorial Park, Downtown, Medical Center and center to all major freeways. Lock and leave. Enjoy living in the sky.",5001,Woodway,Drive,The Woodway Condo,903,5001 Woodway Drive Unit#903,Houston,77056,1975,"$395,000",47212946,1553,125,Tub w/shower,2,0,2,Walk-In Closet,2
#N/A,THE WOODWAY,"Fabulous Houston Galleria location--pie in the sky!  Open and airy with great views.  Originally a 3 bedroom unit that is now 2 bedrooms, 2 baths.  Third bedroom can easily be restored.  In the meanwhile, enjoy the wide open views.  Corner unit with 70sf balcony.  Enjoy treetop views of St. Martins Cathedral and beautiful sunsets.  Updated wood floors.  Great professional staff, inviting pool, gas BBQ.  Unit has 2 assigned parking spaces on A- Level.",5001,Woodway,Drive,Woodway Condo,604,5001 Woodway Drive Unit#604,Houston,77056,1975,"$397,000",39007816,1924,70,"Primary Bath + Separate Shower, Tub w/shower",2,0,2,"1 Bedroom Down - Not Primary BR, All Bedrooms Down, Primary Bed - 1st Floor",2
#N/A,RISE LOFTS,"Come and see this two-story loft with spectacular views in the heart of Midtown! Features two large bedrooms and two full bathrooms, polished concrete floors downstairs, floor to ceiling windows and a balcony with Downtown views! Bright living room open to recently remodeled modern kitchen. Huge Primary Bedroom on second floor has en-suite bathroom and large walk-in closet. Easily work from home thanks to the large lofted area upstairs! Rooftop pool with spectacular views of Downtown, large deck with community grills and plenty of seating area on the 5th floor. Amazing location, within walking distance to restaurants, bars, grocery, Midtown Park, light rail and much more. Come and see today!",2000,Bagby,Street,Rise Lofts,5416,2000 Bagby Street Unit#5416,Houston,77002,2004,"$399,000",5590072,1884,,"Primary Bath + Separate Shower, Tub w/shower, Vanity Area",2,0,2,"1 Bedroom Down - Not Primary BR, 1 Bedroom Up, En-Suite Bath, Primary Bed - 2nd Floor, Walk-In Closet",2
#N/A,LOFTS ON POST OAK,"SUPERIOR LOCATION! Beautiful Large Two Bedroom Luxury home located in the Tower. Recent updates include interior paint, wood flooring, custom closet built-ins and custom shelves, HVAC system (2017), Honeywell A/c panel, air duct cleaning and water heater. Home features a Large Family Room with open Island Kitchen, Formal Dining Area, Spacious Bedrooms with walk-in closets and Study Area. This home has a restricted Northern view and the price has been adjusted down for the view. Perfect opportunity for a Large Upscale Tower Condo in the most desirable area in our city within walking distance to Houston's finest entertainment, restaurants, upscale shopping and Nightlife! Remarkable Building amenities include valet parking, fitness center, conference room, party room, media room, coffee bar, pet park and six relaxing pools with grill areas. Easy access to 610 Loop, I-10 and Downtown. Low HOA. Includes two assigned parking spaces. You will love it!",1901,Post Oak,Boulevard,The Lofts On Post Oak,502,1901 Post Oak Boulevard Unit#502,Houston,77056,2003,"$399,000",95405925,1569,,"Double Sinks, Primary Bath + Separate Shower, Primary w/Tub",2,0,2,"All Bedrooms Down, Walk-In Closet",2
#N/A,THE MARK,"Impressive 29th floor unit with wraparound balcony views of sunsets and the Galleria areas. Large windows facing north and west provide abundant natural light. Luxury two-bedroom two bath condo features beautiful custom draperies and Hunter Douglas shades throughout. Unique custom cove, recessed and track lighting. Island kitchen with granite island and countertops and glass tile backsplash, stainless 3 door LG refrigerator, GE Profile electric oven and stovetop with 4 burners and surface warmer, GE Monogram beverage/wine cooler. Antique white cabinets with self-closing drawers. Master bedroom with two large windows, en-suite bath with double porcelain sinks, granite countertop, and Ultra air tub with marble surround. Master closet with abundant custom built-in shelves and drawers. Guest bedroom with beautiful en-suite bath and large closet with built-ins. Extras include 2-one car enclosed garages and two storage units. One storage with custom built-ins and the second for bulk storage.",3505,Sage,Road,Mark Condo 01 Amd,2901,3505 Sage Road Unit#2901,Houston,77056,2000,"$399,000",42715670,1422,,"Double Sinks, Shower Only, Tub w/shower, Whirlpool/Jetted Tub",2,0,2,"All Bedrooms Down, Primary Bed - 1st Floor, Walk-In Closet",2
#N/A,PARK SQUARE,"Remodeled 12th floor condo with 2 balconies, amazing views and lots of storage! Enter through the gates of the extremely private 24-hour guarded entry, set on 2.5 acres and enjoy the amenities and service of a 5-star hotel. This 2 bed/2 bath condo features 2 balconies with city views and has been updated and remodeled. Calacatta quartz countertops, stainless steel appliances, dry bar with wine chiller, wood tile flooring and more. The master suite comes with an expansive bathroom and large closet!There is an abundance of storage and a large laundry/utility room. A/C unit was replaced.",49,Briar Hollow,Lane,Park Square 01 Condo 02 Amd,1206,49 Briar Hollow Lane Unit#1206,Houston,77027,1981,"$399,000",48481503,1753,100,"Disabled Access, Double Sinks, Primary Bath Shower Only, Tub w/shower, Vanity Area",2,0,2,"En-Suite Bath, Sitting Area, Walk-In Closet",2
#N/A,THE MEMORIAL,"***VIDEO TOUR LINK. In one of Houston's most beautiful areas, The Memorial provides a lifestyle in a serene setting to enjoy year round, complete with a heated pool and manicured grounds. This mid-rise offers 24 hour concierge service, controlled access, lovely sitting rooms for residents, a gated area with assigned parking, guest parking and individual storage units. This Unit has a spacious open floor plan and a wet bar. The two patios off of the living room and master bedroom have a view of the pool and the trees. Hardwood floors in living areas. New water heater, carpet and refrigerator in 2018. Bathroom fixtures replaced for bathtub and shower in 2018. New water filtration system installed in 2018. Draperies, refrigerator, and washer/dryer included. Zoned to Memorial schools.",9333,Memorial,Drive,Memorial Condo,116,9333 Memorial Drive Unit#116,Houston,77024,1981,"$399,000",96485821,1636,,"Double Sinks, Primary Bath + Separate Shower",2,0,2,,2
#N/A,ST JAMES,"The St. James, one of Houston's first residential high rise buildings, has kept its charm through the years.  This popular Dorchester plan has 2 bedrooms/2.5 baths, beautiful hardwood floors, carpet in the bedrooms, an open living/dining area and tree lined views.  The spacious kitchen has stainless double ovens and vent hood, corian countertops, numerous cabinets, an area for a breakfast table and chairs and a tucked away laundry area with a full size washer/dryer. The master bedroom has a sitting area, two walk in closets and a master bath with a separate shower, tub and toilet area.  This full service building has 24 hour concierge and valet services, a party room with a warming kitchen, library, fitness center, heated pool and tennis courts.  There are 4 guest suites available for owner's guests. This unit has 2 assigned parking places, 607 and 608. There is a separate storage area in the basement.  The onsite management office is open 5 days a week. Don't miss this opportunity!",5555,Del Monte,Drive,St James Condo 04 Amd,402,5555 Del Monte Drive Unit#402,Houston,77056,1975,"$399,000",43343802,1970,,"Primary Bath + Separate Shower, Primary w/Tub",2,1,2.1,"All Bedrooms Down, En-Suite Bath, Sitting Area, Walk-In Closet",2
#N/A,REGENCY HOUSE,"Fabulous 12th floor recently updated condo with gorgeous views of River Oaks.  Beautiful updated kitchen opens to spacious living and dining rooms perfect for entertaining.  Spacious master bedroom with large walk in closet. extra vanity area and updated master bathroom.  Secondary bedroom with updated bathroom.  Great location in the heart of Upper Kirby situated on 3 acres with an outdoor pool, grill area and beautifully landscaped green space.  Walking distance to shopping and restaurants.  Just minutes away to Downtown and the Medical Center.  Gated entry and 24 hour concierge service.  HOA fee includes full utilities.  **All information per seller",2701,Westheimer,Road,Regency House Condo,12F,2701 Westheimer Road Unit#12F,Houston,77098,1963,"$399,500",27296278,1332,,"Tub w/shower, Vanity Area",2,0,2,"All Bedrooms Down, En-Suite Bath, Primary Bed - 1st Floor",2
#N/A,ONE MONTROSE PLACE,"Stunning corner unit on the 5th floor with Downtown and Med Center views! Flexible open floor plan with beautiful engineered wood flooring throughout, granite counter tops and Bosch stainless steel appliances. Both bedrooms have oversized windows for lots of natural light, walk-in closets and en-suite bathrooms. Flat comes with 2 side-by-side reserved parking spots with controlled access to both the building and the parking lot. One Montrose Place is conveniently located within walking distance to many restaurants, Buffalo Bayou park, trails and dog park. Whether you are looking for your own place, an investment property or an executives suite this one is a must see.",1419,Montrose,Boulevard,One Montrose Place Condo,505,1419 Montrose Boulevard Unit#505,Houston,77019,2004,"$399,900",24461368,1545,,"Double Sinks, Primary Bath + Separate Shower",2,0,2,"En-Suite Bath, Walk-In Closet",2
#N/A,RENOIR LOFTS,"Dramatic 1.5 story contemporary loft in the River Oaks Shopping District walking distance to all that this highly desirable area has to offer! This unit faces north toward Buffalo Bayou.  Enjoy River Oaks Shopping Center, popular restaurants, downtown, and the jogging and bike trails of Buffalo Bayou Park. Expansive living and dining areas feature soaring ceilings, wide arched windows and concrete floor. The designer kitchen boasts stainless steel GE Profile appliances, granite countertops and tons of storage. Convenient powder bath is situated on the first floor. Master suite provides a 16 ft. closet plus luxurious bath with double sinks, granite, separate shower and a whirlpool tub. The community offers its residents luxurious pool and lush landscaping. The community and building are both gated and there are two parking spaces available for the residents in the parking garage.",1005,Shepherd,Drive,RENOIR CONDOMINIUM,420,1005 S Shepherd Drive Unit#420,Houston,77019,2000,"$399,900",39455910,1720,,"Double Sinks, Primary Bath + Separate Shower, Whirlpool/Jetted Tub",1,1,1.1,Primary Bed - 2nd Floor,1
#N/A,OTHER,"AWA is a high-end residential project that offers 230 luxury condominiums in three towers (each one with ground floor + two floors) on a 322,917 square feet lot in the beautiful surroundings of Playacar. This fractionation has access to a prehispanic area that has been preserved both by time and by its inhabitants, in addition to the incredible Xaman Há aviary that surprises with the diversity of its exotic fauna, without neglecting high security 24/7, among many other amenities and services. Among the the main reasons to live in AWA are: that its location in an area of high added value will allow you to be close to the most modern, cosmopolitan and visited areas of the Mayan Riviera, just a few steps from the beach, shopping centers, restaurants and fashionable places. In other words, AWA PLAYACAR RESIDENCES has everything you need in one place. Great turn on investment! Property taxes as low as 0.017%.",0,Paseo Xaman-Ha,,other,A-111,0 Paseo Xaman-Ha Unit#A-111,Playa Del Carmen,77717,2020,"$402,600",61939502,2382,,Vanity Area,3,0,3,"1 Bedroom Up, 2 Bedrooms Down",3
#N/A,THE WOODWAY,"Updated Apartment with New Kitchen White Shaker Cabinets and Calacatta Gold Quartz Countertops. New SS Appliances. Open Concept Kitchen and Living room with an amazing view. Great location in The Galleria area. Full of light. All the floor is engineered wood and tile in Baths and Kitchen. Fresh Painted. Nice big Balcony where you can enjoy coffee during morning or a glass of wine during evening. Master Bedroom  with large walk in closet. The building in nicely landscaping and has a beautiful pool area with a great grill. Two car assigned parking spots. Great location close to The Galleria Mall, Uptown, Memorial Park, Loop 610 and many of the best restaurants and shopping.  24 hours concierge and one of the less expensive maintenance fee of the area.",5001,Woodway,Drive,Woodway Condo,1406,5001 Woodway Drive Unit#1406,Houston,77056,1975,"$402,900",24142330,1534,120,"Double Sinks, Primary Bath Shower Only, Tub w/shower",2,0,2,"1 Bedroom Down - Not Primary BR, All Bedrooms Down, Primary Bed - 1st Floor",2
#N/A,ST JAMES,"This wonderful 20th floor, 2 bedroom 2 1/2 bath apartment has a beautiful marble entry. There is a balcony which opens into the living room & the dining room. The kitchen has double ovens & opens into the breakfast room. The St. James is a full service building with 24/7 concierge and valet service. There are 2 tennis courts, a heated pool, party room, library, fitness center and 4 guest suites for owners or their guests. Bring your personal taste and updates to this great floor plan.",5555,Del Monte,Drive,St James Condo 04 Amd,2004,5555 Del Monte Drive Unit#2004,Houston,77056,1975,"$405,000",18253683,1935,,"Bidet, Double Sinks, Primary Bath + Separate Shower, Primary w/Tub",2,1,2.1,"All Bedrooms Down, En-Suite Bath, Primary Bed - 1st Floor, Sitting Area",2
#N/A,THE WILLOWICK,Don't miss this spectacular corner unit at the Willowick. The unit has amazing views of the Galleria and Downtown with a wrap around balcony overlooking the pool. This 2/2 unit has hardwood floors large kitchen space with eat in breakfast area. Large storage room with Washer/Dryer Connections. The kitchen has tons of cabinet space and sub-zero refrigerator. You don't want to miss seeing this unit.,2200,Willowick,Road,The Willowick,10D,2200 Willowick Road Unit#10D,Houston,77027,1963,"$410,000",44135777,1535,,"Primary Bath Shower Only, Tub w/shower",2,0,2,,2
#N/A,OTHER,"AWA is a high-end residential project that offers 230 luxury condominiums in three towers (each one with ground floor + two floors) on a 322,917 square feet lot in the beautiful surroundings of Playacar. This fractionation has access to a prehispanic area that has been preserved both by time and by its inhabitants, in addition to the incredible Xaman Há aviary that surprises with the diversity of its exotic fauna, without neglecting high security 24/7, among many other amenities and services. Among the the main reasons to live in AWA are: that its location in an area of high added value will allow you to be close to the most modern, cosmopolitan and visited areas of the Mayan Riviera, just a few steps from the beach, shopping centers, restaurants and fashionable places. In other words, AWA PLAYACAR RESIDENCES has everything you need in one place.  Great turn on investment! Property taxes as low as 0.017%.",0,Paseo Xaman-Ha,,other,A-304,0 Paseo Xaman-Ha Unit#A-304,Playa Del Carmen,77717,2020,"$410,355",73059926,2555,,Vanity Area,2,0,2,All Bedrooms Down,2
#N/A,OTHER,"Welcome to the Timeless, Forward-Aimed, Design-Centric world of housing innovation with Lock & Leave convenience and 24/7 reception & security surveillance. 12 floors of exquisite interior design details featuring inviting finishes, Bosch appliances, and state-of-the-art amenities.  13 ft floor- to- ceiling windows with sweeping 360* unrestricted views of Texas A&M University and the Brazos Valley create seamless indoor/outdoor patio living and entertaining. Designed to delight from sunrise to sunset! A private community recreation center, pool deck with cabana comforts, pet-friendly with indoor pet stations, dog park with full-service pet center are all on-site and private climate-controlled storage rooms are available. Convenient parking garage with reserved parking. Located next to a 40-acre private Nature Preserve and Wildlife Sanctuary and close proximity to Traditions Golf Course. A new Aggie tradition of fine living!",1,Innovation Circle,,Innovation Towers,6-6,1 Innovation Circle Unit#6-6,Bryan,77807,,"$413,000",28114605,990,,,1,1,1.1,,1
#N/A,RISE LOFTS,"2-story loft with stunning view of Medical Center & Montrose areas through 2-story floor to ceiling windows & from oversized balcony running entire length of the unit. Polished concrete floors downstairs and industrial, raw concrete ceilings throughout. Floating steel staircase leads to the oversized bedroom loft overlooking the open living/dining space. Building has an awesome rooftop pool overlooking downtown Houston. Air conditioners replaced recently. Great location within walking distance to restaurants, bars, grocery, CVS, Midtown Park, light rail and much more. Built in 2000, RISE Lofts offers residents the finest in luxury Houston living. Residents live just minutes to Downtown Houston & within close proximity to maj or thoroughfares such as I-45, I-10, HWY 59, & 288. Building features include multiple view corridors, individual HVAC systems, concrete & steel infrastructure, fifth floor terrace, rooftop infinity pool, & more. Enjoy being walking distance to all Midtown offers!",2000,Bagby,Street,Rise,11418,2000 Bagby Street Unit#11418,Houston,77002,2004,"$415,000",12287995,1884,,"Double Sinks, Primary Bath + Separate Shower, Vanity Area, Whirlpool/Jetted Tub",2,0,2,"1 Bedroom Down - Not Primary BR, En-Suite Bath, Primary Bed - 2nd Floor, Sitting Area, Walk-In Closet",2
#N/A,THE SPIRES,"Located in the Medical Center Area of Houston, this is a stunning 2-bedroom, 2-full bath Condo on the 22nd floor of The Spires. This Condo has amazing, panoramic views of downtown & Hermann Park with an amazing interior that features custom cabinetry, granite counters, stainless steel appliances, wood and travertine floors, neutral tones, and plantation shutters.  The Spires offers full-service high rise living at its best with manned gate access, 24-hour concierge, valet, porter, fitness center, heated pool, dry sauna, party rooms, racquetball court and more.  Sale includes a small storage unit in basement that can be locked.  There are two designated parking spots, includes one electrical outlet for charging car.",2001,Holcombe,Boulevard,Spires Condo,2204,2001 Holcombe Boulevard Unit#2204,Houston,77030,1983,"$417,000",81557285,1250,,"Tub w/shower, Vanity Area",2,0,2,"1 Bedroom Down - Not Primary BR, Primary Bed - 1st Floor, Walk-In Closet",2
#N/A,EMPIRE,"2 bed/2 bath Galleria-area flat (all one level, no stairs) with a spacious dual terrace. Features hardwood flooring, kitchen with stainless appliance package and granite slab countertops, wine chiller, and cedar closet. Open concept living/dining space with dual pane windows overlooking the terrace. Master suite with terrace access and master bath with marble tile flooring, spa tub and walk-in shower. Guest bedroom can double as a study with attached guest bath with shower and marble slab countertops. Two reserved parking spaces, 24 hour concierge. The Empire offers a swimming pool/hot tub, event room with catering kitchen, and theater. Live minutes from all the shopping and dining that the Galleria area has to offer.",5005,Hidalgo,Street,Empire Condos,209,5005 Hidalgo Street Unit#209,Houston,77056,2005,"$419,000",56430926,1408,507,"Double Sinks, Primary Bath + Separate Shower, Whirlpool/Jetted Tub",2,0,2,"All Bedrooms Down, Primary Bed - 1st Floor",2
